zipcode,latitude,longitude,state,population,bedroom_number,bathroom_number,living_space,land_space,year_built,2015,2016,2017,2018,2019,2020,2021,2022,2023,net_income,2024
76626,32.10522,-96.71615,TX,1309,4,2,1568,10,1996,98880.7,108753.17,118385.84,127321.97,139358.12,157249.08,183195.58,210670.89,209890.46,2607,208054.71
76627,32.10511,-97.3881,TX,1499,3,2,1720,8,2008,104166.35,118661.2,129417.91,143788.94,150769.8,166515.25,199483,233671.62,230880.1,3018,227181.31
76633,31.6857,-97.32503,TX,6286,4,3,2538,3,1976,198138.56,211794.77,238193.29,260032.61,280345.36,303419.31,356118.22,423530.79,432458.27,8502,422727.68
76634,31.80953,-97.56866,TX,7207,4,3,2229,2661,1973,106703.48,113574.12,118739.79,132091.13,142004.05,152523.63,180959.39,215063.24,213894.4,15261,217368.13
76636,32.17213,-97.28307,TX,1507,3,3,2282,5,1916,136848.9,150681.48,166315.6,190090.42,200815.78,216932.57,267861.65,318684.7,308022.76,2743,309211.22
76638,31.55487,-97.446,TX,3095,4,3,2915,2,1954,226793.43,244744.85,267738.13,290295.76,306503.94,329244.44,394692.99,470646.86,489964.44,4963,464812.85
76639,31.87254,-96.65551,TX,1638,3,2,1493,2247,1925,78611.88,87075.34,88568.89,93102.32,99933.45,111633.19,129509.17,153977.06,156935.08,3470,152823.92
76642,31.50442,-96.53271,TX,5917,3,2,1987,1019,1950,112203.28,114199.24,116379.15,121352.87,127902.31,135344.36,160365.3,189192.93,190532.64,13564,187901.82
76643,31.45011,-97.19732,TX,15707,4,2,2071,2024,2009,145948.73,155072.77,168305.85,182651.28,191920.37,206284.03,240416.28,285898.51,293176.86,25105,287202.69
76645,32.01224,-97.12816,TX,10762,3,2,1988,3612,1936,77505.17,85562.87,93486.67,104112.96,113208.78,128379.79,152815.9,179803.01,180340.55,28215,176221.34
76648,31.84942,-96.80659,TX,2554,3,2,1876,3940,1965,76959.03,82743.75,88073.92,97671.42,105163.56,117477.65,140006.49,159775.16,162850.01,5296,154369.83
76651,32.18313,-96.87158,TX,3984,3,2,1868,2101,1934,100049.85,113160.4,128459.51,145446.48,154181.4,169440.61,198926.68,228657.85,229842.06,6825,222435.8
76655,31.39295,-97.1728,TX,8616,4,3,3077,5001,1978,173434.87,185956.82,202100,216843,229602.4,244826.21,288647.3,347987.01,356737.23,14576,349886.53
76657,31.43851,-97.39971,TX,11723,3,2,1972,3602,2004,163373.16,171772.46,185977.15,201656.37,211532.56,226873.43,265658.78,316693.08,320438.21,19287,315215.21
76661,31.30785,-96.84584,TX,7388,3,2,1743,2400,1970,47581.91,49154.57,54186.94,59684.82,66924.49,72585.66,82973.65,90422.85,82659.12,16967,89213.16
76664,31.56202,-96.79552,TX,4015,3,2,1468,3305,1942,71142.56,75320.12,84057.85,88849.92,97171.17,105952.72,131797.63,153887.82,156220.19,7213,146403.62
76665,31.91784,-97.72049,TX,2838,3,3,2213,14,2006,124727.68,133278.22,144070.97,156555.76,170538.71,183013.21,217216.12,256208.09,239967.59,4801,253629.33
76667,31.65668,-96.46511,TX,10385,3,2,1843,2365,1993,80334.48,81036.71,81003.27,84609.87,87361.95,92516.38,108247.19,126690.46,127056.66,28854,128666.8
76670,32.12887,-96.98836,TX,1815,4,3,2249,2615,1985,96773.71,109661.88,122738.59,144500.56,162865.06,189812.55,218909.36,243518.1,220921.3,3320,238629.3
76671,31.99351,-97.52768,TX,1635,3,2,2102,2,1977,101415.84,108230.64,115404.55,128997.07,135241.62,144870.75,175602.23,216247.31,206705.41,3441,215633.66
76673,31.75371,-96.89105,TX,1253,3,2,1499,33,2005,106544.61,115305.43,121356.44,137913.96,147883.27,160156.68,194057.11,222768.45,215492.98,2076,214199.98
76682,31.45235,-96.90825,TX,3182,3,2,1992,12,2006,126935.53,133040.82,142843.56,156139.01,165382.35,179676.18,213693.64,252458.24,251406.05,5798,248960.95
76687,31.36914,-96.48691,TX,1915,3,2,1616,967,2000,168494.97,183233.07,190314.05,201281.56,208146.21,218190.03,264462.93,312467.9,308053.86,2569,303462.92
76689,31.66624,-97.50471,TX,3878,4,2,1525,2497,1963,144968.17,154197.9,166573.81,180681.91,196666.47,214294.82,259653.74,308226.96,309154.46,7976,301380.73
76690,32.1031,-97.79219,TX,1200,3,2,1742,4,1997,123168.48,134724.92,138797.35,147783.87,161891.66,176015.68,203684.28,228406.46,203935.98,3013,221216.96
76692,31.95902,-97.33382,TX,9508,3,2,1845,1112,2006,96540.13,103264.19,112054.85,123688.24,135741.39,149973.27,177575.9,207334.95,210406.19,21681,203410.09
76693,31.80977,-96.43843,TX,2170,3,2,2219,1615,2007,103648.43,104160.19,104252.88,106765.02,118176.01,123875.5,152556.13,177620.87,178790.16,3944,170962.23
76701,31.55201,-97.13852,TX,1953,5,3,3588,0,1937,94643.45,103378.77,120248.44,140663.7,163021.48,175508.31,203258.33,244043.31,266037.65,4750,250942.48
76704,31.57558,-97.12417,TX,7791,3,2,1240,5669,2004,51173.86,52254.95,56114.98,61528.88,65273.3,70291.71,91571.08,108822.97,109414.36,25693,105195.43
76705,31.62448,-97.08814,TX,31902,3,2,1664,2925,2003,90670.24,96013.63,106341.19,116863.65,126831.99,138141.26,163959.89,194400.51,199338.71,76390,193943.33
76706,31.465,-97.09131,TX,39488,3,2,1816,2160,1915,113419.25,122742.71,134134.34,145289.45,155252.69,166355.79,195582.5,232985.59,242383.73,78593,230750.31
76707,31.55365,-97.15829,TX,16430,3,2,1626,6364,1998,56729.79,60407.06,67479.75,76232.85,85536.3,96828.74,117447.7,141032.55,144326.68,51616,140833.2
76708,31.62749,-97.21186,TX,26155,3,2,1863,5057,1962,96828.21,103872.13,114280.49,126285.7,136292.17,148958.83,178984.96,216001.05,223021.12,64153,214495.27
76710,31.5387,-97.19554,TX,23385,3,3,2405,4089,1950,116174.79,123910.33,136139.21,151342.82,162909.11,176769.43,208010.8,249104.68,252929.91,59794,251434.86
76711,31.51422,-97.15374,TX,10237,3,2,1319,6172,1965,56880.81,60847.9,66800.54,73764.82,81868.1,92032.85,110953.31,138008.69,144433.67,28224,138636.06
76712,31.52411,-97.25514,TX,27310,4,3,2440,2316,1971,181857.48,191407.3,205992.68,221190.06,232669.99,246491.84,286489.31,339418.01,346057.53,38704,340962.41
76801,31.75471,-99.05462,TX,25081,3,2,1840,2483,1900,101308.38,102075.69,102239.58,108662.65,115879.44,125340.49,142521.83,160904.07,160765.23,53543,160480.22
76802,31.7194,-98.8949,TX,5727,4,2,2196,2,1970,133705.67,138060.34,141187.97,151332.73,162705.87,174115.74,199240.71,231491.73,232007.36,10020,233785.29
76821,31.73862,-99.94963,TX,4430,3,2,1369,5817,1976,73474.82,75746.23,74700.46,80467.63,90425.92,96349.91,107761.41,118481.67,110778.17,10389,117482.65
76823,31.68718,-99.16205,TX,2698,3,2,1329,1550,1941,85981.89,89907.11,93860.44,101509.32,108473.49,119622.36,134244.03,159985.66,160250.72,6163,163550.02
76825,31.09493,-99.39329,TX,6539,3,2,1681,4028,2006,79316.7,83467.35,82013.12,87686.65,90263.27,94805.46,102212.98,122292.25,117438.49,15706,129867.33
76834,31.87885,-99.46843,TX,4995,3,2,1676,4497,1960,61541.47,58939.62,56760.39,62979.02,64672.97,66411.29,78208.63,80903.75,82290.56,12680,78334.58
76844,31.44387,-98.49348,TX,3243,3,2,1936,5,1938,102060.9,110191.96,127535.43,123341.52,134237.38,149653.31,171980.65,192895.67,176543.15,7245,186517.99
76857,31.93361,-98.93313,TX,1984,3,2,1349,4,1920,181373,191440.21,194153.42,202258.22,210966.47,212982.08,201247.5,211369.2,194358.89,3550,230902.92
76861,31.59216,-100.19637,TX,2053,4,2,2542,7,1992,142598.64,146118.91,151141.63,154809.23,174426.9,189347.19,215108.34,232101.94,220649.85,4507,226013.58
76890,31.69229,-98.7649,TX,884,4,2,2002,2640,1925,195091.07,206117.12,210370.36,211706.25,217986.97,232581.27,287852.45,340748.18,333461.58,1727,328630.52
76903,31.48168,-100.43787,TX,30312,3,2,1483,5692,1967,76710.92,82714.6,81186.62,91478.38,105364.37,118028.99,135832.29,142848.99,145881.44,89498,138284.45
76904,31.28844,-100.41695,TX,36132,3,3,2329,4076,1958,190796.13,197815.04,200775.85,202001.33,221903.6,240194.89,267837.83,295769.87,305296.51,64215,291160.63
76905,31.49987,-100.31583,TX,13052,3,2,1586,5307,1973,121109.57,130709.78,134026.26,137296.26,154084.64,168026.28,189629.15,210555.82,216709.28,25548,204454.17
76935,31.07744,-100.42261,TX,1916,3,2,2029,15,2005,229353.01,236381.7,242456.93,248580.41,278789.4,301895.1,342587.8,379554.71,378887.8,3035,368646.71
77002,29.75635,-95.36538,TX,18892,2,2,1694,2024,1965,279452.87,277278.37,274148.94,273405.27,269036.92,267053.67,266537.43,287857.62,293277.13,12747,304170.49
77003,29.74961,-95.34521,TX,9992,3,4,2029,1978,1959,291382.7,303289.24,302042.11,306857.79,309897.69,315309.75,332434.12,362738.33,369461.17,24222,377266.68
77004,29.72477,-95.36498,TX,34197,3,3,2115,3678,1974,276747.85,280804.77,281434.14,287616.68,293767.31,302663.15,324652.53,352510.16,361396.88,64603,359649.65
77005,29.71824,-95.42413,TX,28310,4,4,3740,4930,1952,1036991.37,1037592.11,1036255.2,1070727.42,1101855.21,1117635.76,1185950.13,1295303.47,1358403,18843,1329002.76
77006,29.74086,-95.39126,TX,22678,3,3,2701,3141,1993,463487.79,457785.14,455541.42,468574.47,471296.48,477126.14,502963.83,538083.92,543589.61,28725,553713.36
77007,29.77152,-95.40919,TX,40653,3,4,2593,2713,2009,451024.19,437957.51,425640.72,424172.54,423718.06,426875.87,455423.82,494195.51,507905.59,40444,507395.24
77008,29.79856,-95.41766,TX,37097,3,3,2388,3790,1928,455217.22,441095.69,438999.12,446875.58,457625.84,470091.54,503508.35,546846.54,559319.02,39836,556115.37
77009,29.79499,-95.36758,TX,37654,3,3,1982,4503,1959,264733.24,271673.5,276351.22,290217.18,303374.92,317129.36,343157.91,375582.18,386271.46,82979,381938.95
77011,29.743,-95.30785,TX,17060,3,2,1702,4904,1951,83400.76,96068.43,109027.55,127477.48,148705.68,166350.72,178723.89,197377.01,198573.71,49566,199023.95
77012,29.71904,-95.27449,TX,17932,3,2,1545,4195,2005,75780.29,82158.2,92867.24,104220.86,118242.61,132337.35,145696.14,164014.7,165587.73,51767,166409.13
77013,29.79516,-95.23895,TX,19296,3,2,1746,6655,1958,97541.1,103866.35,112158.62,118898.14,133635.03,143929.76,160414.92,185993.1,193785.62,45332,187499.75
77014,29.98025,-95.46363,TX,37471,4,3,2125,4986,1983,138023.79,147386.98,155374.64,164609.22,173313.77,182235.96,209351.4,249794.7,252847.41,88221,257699.59
77015,29.76485,-95.17216,TX,58276,3,2,1705,6401,1926,100181.45,109609.15,118799.53,127892.39,139403.24,148577,167302.17,196607.44,203011.55,140593,200921.72
77016,29.86147,-95.29951,TX,30252,3,2,1523,5765,2009,66061.92,76257,82502.1,94755.79,107945.69,120405.49,139386.35,162464.09,163948.28,98509,164866.63
77017,29.69153,-95.25093,TX,33627,3,2,1721,5047,1972,94637.86,102305.85,109386.3,118021.48,130848.83,142119.5,158167.63,181362.82,184445.95,87164,184458.18
77018,29.82703,-95.42571,TX,28403,3,3,2280,3977,1996,374218.13,368924.27,367320.52,377868.03,390439.52,405730.77,435051.14,479009.44,490890.72,41739,490215.63
77019,29.75318,-95.41212,TX,22475,3,4,3861,2548,1998,583997.99,563614.78,551956.35,552917.43,553079.15,559328.2,583216.37,621020.71,629613.23,26315,646520.6
77020,29.76842,-95.30878,TX,26252,3,3,1604,3352,1926,81953.33,87106.03,89422.02,101266.95,117920.38,132175.88,151773.31,174139.23,175619.97,73094,175605.58
77021,29.69713,-95.35751,TX,26287,3,3,1820,4301,1900,89741.25,99598.68,112331.94,125644.55,140793.89,150886.88,170995.78,194452.7,195322.53,82620,197645.35
77022,29.8306,-95.3768,TX,26476,3,2,1776,4424,1957,94236.52,102871.86,117316.54,130849.56,145019.81,157088.41,177935.29,201802.29,203288.38,83337,203446.27
77023,29.7216,-95.31827,TX,27676,3,2,1819,5339,1947,144703.28,162567.75,178606.54,193363.35,209548.77,223832.74,243269.72,264923.59,262795.31,71747,264427.36
77024,29.77073,-95.50869,TX,37694,4,5,4369,1592,2007,920635.71,906577.74,885232.19,873823.4,871356.52,866032.89,929678.28,1025614.82,1055638.46,37043,1057786.47
77025,29.68584,-95.43512,TX,29539,3,3,2822,5421,1996,422912.23,425997.97,420965.04,410993.71,401897.79,399327.26,417922.87,447236.04,456009.68,33692,460485.69
77026,29.80013,-95.32934,TX,21412,3,2,1703,4797,2005,63323.48,69104.18,71093.82,80997.01,95810.4,112794.42,129560.55,146406.96,147378.48,78988,147213.08
77027,29.73919,-95.44609,TX,19386,3,4,3318,4285,1956,613669.39,602861.96,608800.57,623292.4,641835.7,647362.74,681909.54,727707.67,724866.81,19846,747296.53
77028,29.82471,-95.28668,TX,19506,3,2,1536,5854,2008,68959.37,75806.55,78660.24,86735.03,95792.82,111180.37,133094.95,153653.33,154469.3,62234,150884.96
77029,29.76382,-95.26326,TX,16223,3,2,1514,4843,1920,68252.05,73652.67,81692.42,91296.07,102585.17,114611.66,130929.19,151012.55,153049.84,49267,151419.5
77030,29.70597,-95.40253,TX,11787,3,3,2394,3145,1957,406368.43,405961.22,411930.76,415668.91,413570.38,411281.65,432389.01,458667.4,466735.39,10488,471617.89
77031,29.65434,-95.54622,TX,16710,3,2,1745,5679,1988,138701.48,150963.18,160785.53,166656.44,175650.53,182940.49,204912.19,236073.74,242615.14,42838,237807.09
77032,29.96523,-95.34004,TX,13887,2,2,1774,4015,1920,85136.81,93002.19,99748.72,108904.4,121477.63,130277.26,146801.83,173939.44,179807.3,39524,174178.12
77033,29.66801,-95.33801,TX,28669,3,2,1618,5901,1955,63134.67,69650.61,76236.88,84052.28,97519.88,108403.72,123383.07,143765,147300.3,101279,148539.66
77034,29.61522,-95.19237,TX,38875,3,2,1761,5551,1946,113607.5,124337.56,136042.47,144517.52,156305.14,165861.66,186092.5,215804.38,220818.82,94617,218394.37
77035,29.65269,-95.47688,TX,35335,3,2,1815,5836,2004,179675.02,194120.42,200892,196921.71,200689.4,205967.2,224379.71,251021.56,255842.48,92024,255954.1
77036,29.70119,-95.53659,TX,68797,2,2,1535,2431,1910,96304.85,103899.21,110244.33,115309.38,121464.15,127244.49,140096.75,162183.11,169814.35,209140,173029.73
77037,29.8918,-95.39438,TX,18106,4,2,1742,4083,1998,100535.34,109353.13,116968.86,122908.47,135570.99,144105.65,161383.09,188658.3,196593.17,52681,194619.24
77038,29.91906,-95.44121,TX,32275,3,2,1826,4857,1972,108252.03,119689.96,128597.25,138969.82,149050.51,157641.66,180330.41,212186.04,218543.68,79006,213831.44
77039,29.90923,-95.34137,TX,27501,4,3,1779,4291,1968,85362.94,96358.48,106566.39,116133.32,127901.01,136932.82,154144.91,182126.6,190401.28,73329,190337.23
77040,29.87539,-95.52861,TX,50192,3,3,2133,5633,2001,149281.52,160649.22,167847.06,175995.34,183802.05,191843.16,217296.43,254621,261999.71,111174,259791.69
77041,29.86203,-95.58187,TX,33053,4,3,2730,6283,2006,170786.01,178676.69,182537.89,187826.79,198164.6,207157.33,235894.49,279313.72,286608.92,78129,287607.35
77042,29.74125,-95.56015,TX,40861,3,3,2281,3966,2000,198682.35,206987.3,210909.16,213591.84,214834.69,218261.74,235112.4,262846.48,270191.37,99949,274367.18
77043,29.8112,-95.57981,TX,25122,3,3,2271,4854,1998,230802.93,246963.39,252232.98,260553.39,271206.45,283215.72,314133.95,354242.77,362011.66,60013,357456.65
77044,29.89808,-95.17685,TX,53753,4,3,2650,5221,1998,181563.15,190626,195865.41,201271.18,207535.42,214103.97,240145.33,282920.12,286218.24,78081,288235.84
77045,29.63634,-95.43279,TX,32627,3,2,1745,4824,2006,92552.48,103114.34,114539.96,123255.81,137139.66,146141.79,164117.71,191412.82,196533.42,98826,196595.52
77047,29.60843,-95.38662,TX,33199,3,2,1821,4893,1923,135360.46,147063.14,155253.62,163720.38,172947.34,179326.88,202430.71,241355.08,246261.4,73367,245181.46
77048,29.62154,-95.32986,TX,19413,3,2,1627,5057,1970,99597.11,109267.94,121060.1,133362.72,147806.14,159113.39,178011.63,204576.62,210076.21,53325,206286.89
77049,29.83417,-95.14827,TX,39514,3,2,2006,6068,1955,134272.37,144389.72,153308.1,163501.2,172401.13,180292.71,202955.25,238926.78,245429.71,74794,240845.36
77050,29.90286,-95.27013,TX,5745,3,2,1846,4928,2003,79164.32,87309.19,97441.58,110001.49,120491.35,134643.35,154439.87,181032.82,187451.47,13267,180265.3
77051,29.65586,-95.38023,TX,19077,3,2,1583,5774,1977,79544.34,85092.63,91107.61,105083,118850.73,129283.47,148871.08,168416.71,169551.51,57009,167413.34
77053,29.58549,-95.45991,TX,30642,3,2,1564,5331,1957,89927.73,101327.91,111054.63,121746.48,134091.16,143944.17,162195.26,190752.86,197647.95,91853,195483.19
77054,29.68102,-95.40424,TX,23699,2,2,1231,571,2006,119467.78,131500.22,139284.59,141761.18,140278.3,137544.41,139792.92,151186.51,157319.72,45633,157091.98
77055,29.79757,-95.4928,TX,43780,3,3,2780,4045,1949,417608.94,430039.58,427281.14,436718.53,444512.56,451502.96,483100.83,525699.82,538657.03,89757,536224.03
77056,29.74849,-95.46806,TX,22062,4,5,4650,2878,2003,595157.95,585646.57,565572.95,553496.35,552121.87,548377.6,566217.81,602710.82,607748.81,25437,634141.35
77057,29.74522,-95.48885,TX,44056,3,3,2378,2154,1922,246261.5,252574.2,251724.46,249913.89,247774.1,241658.15,252855.27,271870.76,280688.82,72532,281255.14
77058,29.56297,-95.09303,TX,17651,3,3,2157,2678,1957,148630.52,157341.11,166250.68,179611.2,187883.16,193754.64,213152.36,243762.96,250223.59,35379,250224.51
77059,29.60929,-95.12417,TX,18020,4,4,3276,6117,1920,292809.63,303305.65,308048.66,316661.05,327159.77,336881.26,376548.56,427797.41,439931.89,17925,432462.76
77060,29.93567,-95.39697,TX,47349,3,2,1425,5004,1996,90947.65,100665.31,109211.63,118062.46,128235.35,137092.11,155095.67,183535.31,192986.26,118498,188280.89
77061,29.65436,-95.28481,TX,25485,3,2,2196,2908,2003,118796.51,128802.47,137922.06,147796.5,161419.29,172742.95,195224.68,223762.31,225717.49,66108,224490.08
77062,29.57584,-95.13406,TX,24761,4,3,2386,6436,1957,181765.13,195054.17,206706.04,218711.66,226677.3,236088.11,263528.89,300912.03,306429.34,38908,304823.48
77063,29.7356,-95.52157,TX,39855,3,3,2171,3125,1974,183349.16,191454.91,193491.71,193560.08,195201.68,196288.66,211320.17,233099.7,241511.86,86736,240909.84
77064,29.92279,-95.5467,TX,49305,3,3,2118,6278,1940,154057.8,164958.6,170873.64,177749.54,187150.74,195811.85,223100.94,264299.59,269103.36,101061,267743.23
77065,29.92673,-95.60324,TX,40140,4,3,2290,5526,1918,160642.1,172760.71,178503.19,185572.72,194714.52,205252.6,235065.27,277082.53,284047.89,78899,280670.39
77066,29.95714,-95.50277,TX,40053,4,3,2261,5811,1992,131984.42,142723.55,148942.15,156952.18,167057.07,175785.6,200319.06,240544.2,245791.87,84826,248168.48
77067,29.95283,-95.44719,TX,33420,3,2,1932,5742,1915,108492.4,121213.17,129977.85,138756.76,148820.45,157431.57,180564.58,212285.86,217506.82,95663,214609.3
77068,30.00628,-95.48694,TX,11031,4,3,2822,5783,2005,191475.94,199984.05,205107.24,210487.61,219745.65,228045.51,262902.73,311938.44,315090.48,24425,317353.85
77069,29.98631,-95.52398,TX,19054,3,3,3210,3057,2004,222188.58,227086.28,230364.11,233165.65,237886.51,243766.57,277355.86,324781.89,330492.3,33007,329403.73
77070,29.97783,-95.57377,TX,58462,4,3,2592,5873,1983,175468.33,185531.02,190421.69,196604.19,205114.04,213531.3,242673.98,286439.34,291586.3,96200,290115.75
77071,29.65265,-95.52046,TX,27221,3,3,2226,4934,1979,123161.56,137414.73,148129.86,157294.84,167270.07,176730.12,200383.91,231232.04,236476.98,73301,234287.77
77072,29.70006,-95.58539,TX,63585,3,2,1687,4258,1965,97068.03,108970.5,119164.94,128280.67,139190.31,146473.76,165238.41,198270.04,206493.66,186132,209309.99
77073,29.99849,-95.39804,TX,38857,4,3,2037,5395,1959,132879.61,143011.97,148766.66,156468.44,166434.96,174392.86,200662.47,241003.97,242072.63,112671,251606.06
77074,29.68821,-95.51633,TX,39088,3,2,1609,4573,2009,111168.28,124626.99,132875.1,137465.67,146764.93,154470.47,173754.25,200424.43,209084.53,105144,203632.56
77075,29.62119,-95.26749,TX,42736,3,3,1885,5282,2000,131098.74,141896.89,152893.5,164148.56,174840.27,184563.13,207448.32,242789.37,248605.34,98372,248786.78
77076,29.86002,-95.38328,TX,33171,3,2,1461,3730,1971,93372.67,102164.77,108963.96,117639.91,130826.85,142450.67,157788.45,184493.23,191415.01,93092,190298.32
77077,29.75375,-95.64189,TX,63168,3,3,2660,5167,1947,294525.25,302434.45,303629.84,300979.56,301042.86,301433.02,327234.82,365962.11,373253.57,110173,373136.27
77078,29.8529,-95.25089,TX,13738,3,2,1386,6203,1928,72121,80869.07,88994.47,96257.68,109957.47,123124.63,140932.36,164065.42,169579,47763,163766.89
77079,29.77632,-95.6037,TX,34633,4,3,2989,4510,1966,468123.74,462891.13,458324.8,433944.33,436818.96,451841.67,496954.32,557659.98,588219.55,44383,564645.18
