zipcode,latitude,longitude,state,population,Net_Income,bedroom_number,bathroom_number,living_space,land_space,Year,Price
79930,31.81,-106.47,TX,26787,88252,3,2,1611,5570,2020,113333.84
79932,31.88,-106.61,TX,28594,64695,4,4,2911,2628,2020,198709.5
79934,31.95,-106.43,TX,26916,52143,4,3,1858,5680,2020,157418.79
79935,31.77,-106.33,TX,19073,47940,3,2,1670,4356,2020,156838.38
79936,31.77,-106.3,TX,107579,301052,3,3,2266,4808,2020,140227
79938,31.86,-106.04,TX,91575,180180,4,3,2157,4985,2020,168526.59
75001,32.96,-96.84,TX,16287,31081,2,3,1981,1873,2021,378728.24
75002,33.09,-96.61,TX,71102,97936,4,3,3044,3827,2021,360917.02
75006,32.96,-96.9,TX,48104,115491,3,2,1938,5075,2021,278907.45
75007,33,-96.9,TX,54448,100570,3,2,2049,6753,2021,325031.65
75009,33.34,-96.75,TX,24737,16893,4,4,3153,5374,2021,428784.45
75010,33.03,-96.9,TX,30129,43978,4,3,2632,5965,2021,405842.74
75013,33.11,-96.69,TX,44807,41155,4,4,3095,5111,2021,501618.19
75019,32.96,-96.98,TX,44324,47233,4,3,2742,5600,2021,460804.44
75020,33.77,-96.6,TX,23184,52649,3,2,2051,4445,2021,182716.34
75021,33.73,-96.48,TX,9327,19978,3,2,1641,3821,2021,199412.11
75022,33.03,-97.12,TX,26543,23480,4,4,3989,2803,2021,548470.04
75023,33.06,-96.73,TX,48586,81759,4,3,2149,6896,2021,332888.48
75024,33.08,-96.81,TX,43331,45444,4,4,3048,4243,2021,482242.66
75025,33.09,-96.74,TX,52881,64853,4,3,2947,6563,2021,424499.87
75028,33.03,-97.06,TX,46934,52128,3,3,2501,4733,2021,411462.12
75032,32.86,-96.43,TX,35056,47261,4,4,3769,2767,2021,406295.63
75034,33.12,-96.84,TX,45759,80603,4,4,3720,4412,2021,512958.9
75035,33.16,-96.77,TX,81512,68868,4,3,3029,6299,2021,478498.56
75038,32.87,-96.98,TX,32128,78240,4,3,2762,3817,2021,343441.46
75039,32.89,-96.94,TX,22046,23156,3,3,2135,2112,2021,497399.17
75040,32.93,-96.62,TX,64565,161991,3,2,1745,6422,2021,229573.79
75041,32.88,-96.65,TX,31451,85688,3,2,1739,5937,2021,206370.33
75042,32.91,-96.67,TX,38184,117136,4,2,1676,6334,2021,222826.48
75043,32.86,-96.58,TX,64845,148867,3,3,2181,5636,2021,240484.7
75044,32.96,-96.65,TX,45895,90049,3,3,2260,5395,2021,279848.67
75048,32.97,-96.58,TX,26956,36827,4,3,2420,4619,2021,349600.15
75050,32.77,-97,TX,43422,106844,3,2,1878,3272,2021,217216.68
75051,32.73,-96.99,TX,39783,111053,3,2,1393,6720,2021,198903.48
75052,32.66,-97.03,TX,95745,198135,3,2,2113,6384,2021,266340.35
75054,32.6,-97.03,TX,15820,14422,4,3,3095,6244,2021,410220.14
75056,33.08,-96.91,TX,64243,98751,4,3,2622,5801,2021,372296.34
75057,33.05,-96.98,TX,16855,38202,3,3,1541,5001,2021,250995.53
75058,33.45,-96.74,TX,3369,5226,4,4,3271,1,2021,468960.37
75060,32.8,-96.95,TX,49473,122990,3,2,1822,4498,2021,229199.85
75061,32.83,-96.97,TX,56959,149891,3,3,1977,5981,2021,238380.92
75062,32.85,-96.96,TX,51846,131598,3,2,1992,5283,2021,248116.64
75063,32.91,-97,TX,43705,46887,4,3,2633,4691,2021,458117.66
75065,33.11,-97.01,TX,12549,22331,3,3,2368,6072,2021,313244.8
75067,33.01,-97,TX,67837,156952,3,3,1950,4739,2021,293884.22
75068,33.18,-96.95,TX,65880,78585,4,3,2550,6083,2021,342687.58
75069,33.17,-96.6,TX,37479,82779,3,3,2483,3786,2021,357051.06
75070,33.16,-96.7,TX,54444,119662,4,3,2695,4974,2021,390126.34
75071,33.25,-96.63,TX,63828,68263,4,3,2711,5332,2021,402269.55
75074,33.03,-96.67,TX,51820,108382,4,3,2073,6524,2021,300320
75075,33.02,-96.74,TX,36221,62325,3,3,2105,5455,2021,359784.3
75076,33.8,-96.72,TX,8592,14917,3,2,1981,1636,2021,256577.99
75077,33.08,-97.06,TX,39125,53014,4,3,2539,3895,2021,381525.83
75078,33.25,-96.81,TX,35939,21114,4,4,3567,3594,2021,564019.29
75080,32.97,-96.74,TX,52420,75634,3,3,2206,5641,2021,351709.57
75081,32.95,-96.71,TX,36683,74388,4,3,2329,5568,2021,311934.32
75082,32.99,-96.67,TX,26801,29406,4,3,3128,6607,2021,432792.72
75087,32.95,-96.44,TX,39202,45158,4,3,2770,5827,2021,364806.34
75089,32.93,-96.54,TX,35203,53776,4,3,2471,5691,2021,311006.99
75090,33.61,-96.55,TX,24866,60066,3,2,1835,4117,2021,160472.69
75092,33.65,-96.7,TX,26794,50849,4,3,2319,3062,2021,235124.93
75093,33.04,-96.81,TX,46868,59338,4,4,3583,5705,2021,538407.7
75094,33.02,-96.61,TX,23345,24872,4,3,3164,2811,2021,447513.21
75098,33.01,-96.54,TX,64326,92279,4,3,2756,5932,2021,338422.65
75103,32.51,-95.88,TX,15900,27534,3,2,2215,1174,2021,257508.94
75104,32.58,-96.97,TX,49566,103520,4,3,3222,3390,2021,257959.18
75110,32.08,-96.52,TX,30555,70091,3,2,1891,3463,2021,142998
75114,32.61,-96.44,TX,6438,9471,4,2,2061,4247,2021,242388.64
75115,32.6,-96.86,TX,55879,123440,4,3,2493,4342,2021,270898
75116,32.66,-96.91,TX,21105,51910,3,2,1920,3366,2021,218250.76
75117,32.71,-95.85,TX,4753,7900,3,2,2005,1243,2021,225836.48
75119,32.32,-96.59,TX,28765,59550,3,3,2163,3930,2021,226061.83
75124,32.33,-95.97,TX,5205,10203,3,2,1769,563,2021,261450.89
75125,32.53,-96.62,TX,7198,17287,3,2,1839,4659,2021,247649.42
75126,32.74,-96.45,TX,60232,63727,4,3,2279,5318,2021,293559.15
75134,32.62,-96.78,TX,19341,60643,4,2,2038,6413,2021,219250.78
75135,33.07,-96.23,TX,8075,12658,4,2,1875,3735,2021,301175.57
75137,32.63,-96.91,TX,19352,45779,4,3,2315,4378,2021,236901.68
75140,32.64,-95.69,TX,7365,15629,3,2,1897,606,2021,210562.29
75141,32.64,-96.69,TX,3868,10481,3,2,1616,3287,2021,193868.84
75142,32.57,-96.25,TX,22870,41859,4,2,2214,2647,2021,244774.55
75144,32.11,-96.21,TX,4030,6864,3,3,2172,2188,2021,167658.67
75146,32.58,-96.75,TX,24873,58738,3,2,2239,5571,2021,233434.96
75148,32.12,-96.01,TX,6237,14231,3,3,2210,522,2021,255791.19
75149,32.77,-96.62,TX,59225,150000,3,2,1590,5567,2021,198623.41
75150,32.82,-96.63,TX,64817,160064,4,2,1808,5887,2021,217145.08
75154,32.52,-96.81,TX,47111,84053,4,3,2426,4184,2021,289214.65
75156,32.29,-96.1,TX,16500,32193,3,2,1853,3482,2021,281991.1
75158,32.47,-96.39,TX,5496,7563,3,2,2092,482,2021,293174.6
75159,32.61,-96.54,TX,22514,41339,4,2,2118,2111,2021,232362.33
75160,32.76,-96.3,TX,24465,61824,3,2,2187,3174,2021,215931.02
75161,32.74,-96.17,TX,8040,13101,3,2,1878,7,2021,275249.47
75163,32.17,-96.11,TX,2450,4565,3,2,2133,1735,2021,308930.98
75165,32.37,-96.8,TX,47183,86396,4,3,2376,5168,2021,278669.91
75166,33.02,-96.45,TX,5589,6009,4,3,2715,5106,2021,324056.42
75167,32.36,-96.92,TX,12332,15079,4,3,2776,1576,2021,378042.55
75169,32.7,-96,TX,14496,33066,3,2,2000,1267,2021,224148.18
75172,32.6,-96.67,TX,5248,13351,3,2,1092,5213,2021,162823.91
75180,32.72,-96.62,TX,26560,65779,3,2,1723,5095,2021,190237.7
75181,32.73,-96.56,TX,27336,54597,4,3,2156,5754,2021,267574.75
75182,32.8,-96.55,TX,7647,7442,4,3,23709,386,2021,508712.26
75189,32.95,-96.31,TX,35243,45204,4,3,2276,5231,2021,292549.81
75201,32.79,-96.8,TX,17491,21092,2,3,2459,1861,2021,750893.67
75202,32.78,-96.8,TX,2212,4612,2,2,1273,1,2021,275425.03
75203,32.74,-96.8,TX,16455,43282,3,2,1726,4665,2021,169601.76
75204,32.8,-96.79,TX,31860,55967,2,3,2295,2128,2021,423693.36
75205,32.84,-96.8,TX,24804,19355,4,5,4573,3904,2021,1315597.56
75206,32.83,-96.77,TX,38209,57181,3,3,2247,5718,2021,467230.44
75208,32.75,-96.84,TX,29941,71152,3,3,2049,5847,2021,353850.62
75209,32.85,-96.83,TX,14205,23756,3,3,2911,5056,2021,675238.88
75210,32.77,-96.75,TX,9270,28022,4,2,1402,4419,2021,115890.92
75211,32.74,-96.9,TX,75213,194248,3,2,1477,6482,2021,192663.62
75212,32.78,-96.88,TX,26673,80059,3,3,1762,5230,2021,188044.49
75214,32.83,-96.74,TX,33621,47441,3,3,2619,6215,2021,578532.86
75215,32.75,-96.76,TX,17960,57310,3,2,1525,4736,2021,131359.65
75216,32.71,-96.78,TX,55108,173753,3,2,1446,6820,2021,145927.86
75217,32.71,-96.68,TX,87767,245254,3,2,1368,5317,2021,165314.35
75218,32.84,-96.7,TX,21355,38855,3,3,2298,5727,2021,407453.78
75219,32.81,-96.81,TX,24100,47949,2,3,2117,1679,2021,329978.24
75220,32.87,-96.88,TX,40671,101351,4,4,3997,5072,2021,343451.28
75223,32.79,-96.75,TX,14270,38533,3,2,1693,6786,2021,206693.16
75224,32.71,-96.84,TX,36373,96403,3,2,1537,5219,2021,204151.86
75225,32.87,-96.79,TX,21703,20210,4,4,3831,4246,2021,1190844.89
75226,32.78,-96.78,TX,5133,7498,0,1,1035,937,2021,293797.04
75227,32.77,-96.69,TX,58395,166856,3,3,1891,5585,2021,185896.24
75228,32.82,-96.68,TX,71450,189159,3,2,1717,6494,2021,234648.95
75229,32.89,-96.87,TX,32924,61631,4,4,3762,2625,2021,494536.83
75230,32.9,-96.79,TX,26335,42207,4,4,3721,1254,2021,616296.27
75231,32.88,-96.75,TX,38823,110106,2,3,1760,2081,2021,189668.99
75232,32.66,-96.84,TX,33561,92669,3,2,1782,4164,2021,198726.88
75233,32.7,-96.87,TX,16743,37773,4,2,1905,4758,2021,247072.93
75234,32.92,-96.89,TX,32728,79999,3,3,2086,4460,2021,294483.16
75235,32.83,-96.85,TX,19042,46939,2,2,1500,6452,2021,212196.05
75236,32.69,-96.93,TX,17545,48027,3,2,1847,5800,2021,217466.63
75237,32.66,-96.87,TX,18823,64572,4,2,1886,7995,2021,221628.3
75238,32.88,-96.71,TX,31953,59210,4,3,2330,6694,2021,450149.04
75240,32.93,-96.79,TX,26442,64460,3,3,2304,4179,2021,297652.07
75241,32.67,-96.76,TX,31749,105116,3,2,1489,5933,2021,172567.26
75243,32.91,-96.74,TX,65118,186425,3,3,1923,3340,2021,220901.78
75244,32.93,-96.84,TX,12806,19634,4,3,2813,2753,2021,499483.87
75246,32.79,-96.77,TX,2307,6549,3,3,2093,5980,2021,320329.52
75248,32.97,-96.8,TX,36317,55309,3,3,3008,4178,2021,440028.84
75249,32.64,-96.96,TX,17629,34126,4,2,2037,7201,2021,239613.34
75252,33,-96.79,TX,27310,46230,4,3,2853,5299,2021,460470.97
75253,32.67,-96.61,TX,24090,53014,4,2,2221,3568,2021,213927.74
75254,32.95,-96.8,TX,24047,57576,3,4,3163,458,2021,209103.39
75287,33,-96.84,TX,51855,122823,3,3,2653,5192,2021,367532.57
75401,33.19,-96.12,TX,21087,50753,3,2,1599,5078,2021,150761.67
75402,33.07,-96.09,TX,18412,30152,4,2,2119,2358,2021,232083.95
75407,33.15,-96.49,TX,24864,39251,4,2,1886,4725,2021,278054.89
75409,33.35,-96.53,TX,20437,26423,4,3,2218,5870,2021,293375.79
75414,33.63,-96.43,TX,2989,5846,3,3,2507,6,2021,274990.9
75416,33.67,-95.35,TX,2890,6237,3,2,1874,1752,2021,187904.67
75417,33.44,-95.13,TX,2479,5107,3,2,2216,635,2021,143026.99
75418,33.57,-96.18,TX,14726,23918,4,3,2509,2864,2021,181765.7
75422,33.14,-95.93,TX,2862,5406,3,2,1765,418,2021,290518.56
75423,33.29,-96.2,TX,3055,5013,4,3,2127,629,2021,277279.46
75426,33.66,-95.01,TX,3774,14482,3,2,1686,2268,2021,100538.84
75428,33.27,-95.92,TX,11000,20522,3,2,1778,2837,2021,160000.9
75432,33.39,-95.67,TX,3055,7141,3,2,2371,959,2021,123540.03
75435,33.5,-95.3,TX,1137,2146,3,2,1578,12,2021,143158.65
75436,33.74,-95.25,TX,2155,4661,4,2,2175,2931,2021,165758.31
75438,33.61,-96.07,TX,953,1976,3,2,1781,0,2021,255169.99
75440,32.88,-95.75,TX,6665,12782,3,3,2380,532,2021,271444.82
75446,33.61,-95.89,TX,3536,6710,3,2,1854,521,2021,177914.07
75447,33.76,-96.12,TX,1067,2138,3,3,3018,21,2021,290042.39
75449,33.42,-95.95,TX,1165,2214,2,2,1643,1,2021,155180.1
75452,33.39,-96.24,TX,4688,8079,3,2,1894,1127,2021,256128.92
75453,33,-95.93,TX,2757,6466,3,2,1944,4,2021,242361.33
75454,33.28,-96.56,TX,15341,13172,4,3,2613,5648,2021,360008.94
75455,33.22,-94.98,TX,26687,70314,3,2,2211,1251,2021,186769.96
75457,33.17,-95.21,TX,6228,14351,3,3,2148,630,2021,220666.58
75459,33.53,-96.68,TX,5709,9030,3,3,2278,4,2021,248604.73
75460,33.66,-95.6,TX,24287,64165,3,2,1729,4551,2021,118900.1
75462,33.62,-95.48,TX,11232,21316,3,3,2366,1720,2021,225263.68
75473,33.81,-95.48,TX,3773,6869,3,3,2454,5,2021,231970.45
75479,33.63,-96.34,TX,2122,3981,3,2,1745,1,2021,234221.25
75486,33.76,-95.75,TX,2442,4647,3,2,2034,2,2021,247881.1
75490,33.44,-96.31,TX,2891,4015,3,3,2086,1018,2021,306159.06
75491,33.5,-96.39,TX,4914,9001,4,3,2670,1242,2021,268064.55
75494,32.91,-95.26,TX,10785,23489,3,2,1886,1343,2021,223544.14
75495,33.43,-96.55,TX,9208,12958,4,3,2452,4901,2021,341047.65
75496,33.36,-96.07,TX,3578,6613,3,2,1860,1918,2021,203324.66
75497,32.92,-95.58,TX,3623,7041,3,2,2421,268,2021,357342.43
75501,33.37,-94.13,TX,35111,89338,3,2,2040,1873,2021,133950.59
75503,33.51,-94.13,TX,27361,50219,4,3,2837,1073,2021,210768.58
75551,33.12,-94.2,TX,11040,23098,3,2,2007,8,2021,146161.6
75554,33.59,-94.79,TX,2078,3036,3,2,1769,15,2021,159758.09
75555,32.95,-94.14,TX,1424,3187,4,3,2861,11,2021,179957.53
75559,33.5,-94.64,TX,5392,12020,3,2,1499,1,2021,153214.42
75561,33.52,-94.28,TX,4626,12021,3,8,2192,5,2021,143308.36
75563,33.02,-94.39,TX,3816,9149,3,2,1652,953,2021,119494.7
75568,33.2,-94.59,TX,2873,6894,3,2,2097,29,2021,136327.69
75569,33.44,-94.12,TX,3478,9695,3,2,1297,10018,2021,143713.94
75570,33.46,-94.44,TX,11162,18761,3,3,2411,487,2021,143295.72
75571,33.21,-94.76,TX,2367,6109,4,2,1959,1604,2021,159439.06
75572,33.23,-94.13,TX,3474,8555,3,2,1835,1184,2021,138849.19
75601,32.51,-94.72,TX,15683,35174,3,3,2601,3230,2021,166352.79
75602,32.46,-94.66,TX,21024,58327,3,2,2236,3320,2021,108817.03
75603,32.4,-94.72,TX,6733,12598,4,3,1960,3,2021,199635.74
75604,32.51,-94.83,TX,30349,70042,4,2,2255,1419,2021,179226.44
75605,32.58,-94.72,TX,33730,57649,4,3,2714,1334,2021,230724.01
75630,32.88,-94.56,TX,2306,5016,3,2,1903,2084,2021,142131.84
75633,32.13,-94.28,TX,12799,28256,3,2,2166,197,2021,168676.96
75638,33.02,-94.73,TX,5001,13795,3,2,1960,706,2021,131876.75
75640,32.72,-94.68,TX,5791,8535,3,2,2187,6,2021,233061.3
75647,32.52,-94.96,TX,12405,29682,3,2,2258,723,2021,168267.64
75650,32.52,-94.55,TX,9239,17812,4,3,2516,923,2021,240283.22
75656,33.01,-94.59,TX,4768,10289,3,2,1782,5,2021,139892.15
75657,32.79,-94.3,TX,7366,18846,3,2,1693,716,2021,145206.95
75662,32.38,-94.88,TX,25153,51436,3,3,2224,998,2021,165234.46
75667,31.99,-94.84,TX,1457,2487,3,2,1706,17,2021,169721.94
75670,32.56,-94.42,TX,18855,46582,3,2,1725,4195,2021,93195.33
75672,32.47,-94.29,TX,16700,33747,3,2,1984,1002,2021,174135.18
75681,31.94,-94.68,TX,2563,5865,3,2,2347,21,2021,166062.48
75683,32.82,-94.74,TX,3998,8584,3,2,1728,4803,2021,131740.24
75686,32.97,-94.95,TX,13396,30967,3,3,2410,251,2021,172169.32
75692,32.47,-94.12,TX,4698,10363,3,2,1739,456,2021,169352.03
75693,32.53,-94.86,TX,6353,12228,3,2,1921,1730,2021,199858.32
75701,32.32,-95.3,TX,34296,81466,3,3,2233,4110,2021,172959.56
75702,32.36,-95.31,TX,28236,84110,3,2,1551,4285,2021,112356.29
75703,32.24,-95.32,TX,42414,85472,4,3,3089,1617,2021,280546.53
75704,32.41,-95.44,TX,9575,22167,4,2,2408,1508,2021,190657.32
75706,32.47,-95.3,TX,10142,25849,3,2,2049,2,2021,184987.85
75707,32.3,-95.17,TX,14455,30203,3,3,2332,1312,2021,250217.91
75708,32.41,-95.21,TX,10419,21917,3,2,1522,25,2021,138851.58
75709,32.31,-95.39,TX,4596,13186,4,4,3123,2,2021,224842.55
75751,32.08,-95.92,TX,17098,42991,4,3,2220,939,2021,167863.9
75752,32.24,-95.81,TX,7450,13842,3,2,1845,7,2021,274289.08
75754,32.42,-95.66,TX,7961,12877,4,3,2148,40,2021,275588.04
75755,32.63,-95.09,TX,4576,11142,4,2,2250,8,2021,187456.25
75756,32.3,-95.6,TX,4403,8805,3,2,1846,630,2021,234321.83
75757,32.12,-95.35,TX,13699,20975,3,3,2317,1277,2021,292374.2
75758,32.27,-95.5,TX,9726,20087,3,2,2172,1138,2021,230383.9
75765,32.64,-95.24,TX,7705,14687,3,2,1991,263,2021,219802.76
75766,31.95,-95.25,TX,25577,68589,3,2,2380,1372,2021,153233.81
75771,32.54,-95.43,TX,21260,37149,4,3,3402,1174,2021,241483.32
75773,32.68,-95.45,TX,13478,28283,3,2,2312,999,2021,220443.34
75778,32.3,-95.71,TX,2443,6956,3,2,1600,2490,2021,195858.37
75783,32.82,-95.42,TX,8316,15807,3,2,1747,675,2021,208861.08
75789,32.11,-95.09,TX,8919,15160,3,2,1972,646,2021,221531.29
75790,32.53,-95.64,TX,3383,9757,3,2,2005,883,2021,201101.62
75791,32.22,-95.22,TX,14093,23997,4,3,5134,1189,2021,222172.34
75792,32.47,-95.11,TX,3134,7572,4,3,2563,1418,2021,174658.61
75801,31.74,-95.55,TX,15740,37868,3,2,2151,1593,2021,134818.28
75803,31.88,-95.67,TX,21941,32395,3,2,1749,2602,2021,156335.98
75831,31.46,-96.02,TX,4981,10129,3,2,1534,15,2021,214413.04
75833,31.26,-95.84,TX,2223,7033,3,2,1883,18,2021,207079.66
75835,31.3,-95.49,TX,11597,27371,3,2,1943,710,2021,142031.33
75839,31.62,-95.56,TX,6001,10881,3,2,1671,1372,2021,170951.73
75840,31.78,-96.09,TX,6504,14294,3,2,2037,635,2021,173006.5
75844,31.52,-95.43,TX,4622,10561,3,2,2072,369,2021,190137.89
75845,31.09,-95.09,TX,2105,6038,3,2,1916,1,2021,166808.8
75852,30.99,-95.72,TX,3306,4131,3,2,1733,13,2021,268045.09
75859,31.88,-96.26,TX,2125,3852,3,2,2145,18,2021,325530.45
75860,31.62,-96.25,TX,6248,12077,3,2,1963,1851,2021,151932.2
75862,30.96,-95.33,TX,10245,23224,3,2,1698,3318,2021,147598.21
75901,31.3,-94.65,TX,28979,69903,3,2,2002,2179,2021,156922.1
75904,31.34,-94.83,TX,34663,82321,3,2,2095,1425,2021,169106.91
75929,31.24,-94.2,TX,1553,2855,2,2,1812,1008,2021,189757.68
75931,31.1,-93.99,TX,1821,4261,3,3,2088,950,2021,213094.25
75932,31.06,-93.61,TX,1343,2546,3,2,1787,2027,2021,188603.57
75933,30.55,-93.82,TX,1624,2921,3,2,1536,9,2021,118915.11
75935,31.73,-94.2,TX,12426,32896,3,2,1925,1025,2021,173824.06
75938,30.93,-94.36,TX,2217,4947,2,2,1304,3,2021,152130.15
75941,31.18,-94.76,TX,8470,19338,3,2,2264,680,2021,147222.94
75946,31.81,-94.52,TX,3714,6953,2,2,1747,10,2021,181309.77
75949,31.23,-94.52,TX,8469,16069,3,2,1739,4,2021,188563.67
75951,30.93,-94.06,TX,15026,36652,3,2,2214,789,2021,147170.35
75954,31.92,-94.06,TX,2550,6771,3,2,1258,1,2021,180279.75
75956,30.67,-93.97,TX,8275,13534,3,2,1880,11,2021,150351.25
75961,31.56,-94.51,TX,14909,36491,4,2,2120,429,2021,145991.51
75964,31.63,-94.75,TX,19889,45775,3,3,2108,1681,2021,146744.27
75965,31.73,-94.63,TX,18231,32922,3,3,2407,163,2021,213513.55
75966,30.84,-93.73,TX,4462,9879,4,3,2900,14,2021,118679.84
75969,31.45,-94.9,TX,3719,8048,3,2,1746,1566,2021,192289.82
75972,31.49,-94.12,TX,6190,14813,3,2,2080,130,2021,173693.63
75973,31.72,-93.93,TX,2809,4810,3,2,1477,21,2021,227103.98
75974,31.96,-94.24,TX,3296,6799,2,2,2719,16,2021,169964.91
75975,31.9,-94.41,TX,3868,7059,4,2,2347,14,2021,206758.07
75979,30.77,-94.4,TX,12023,17317,3,2,1776,443,2021,132860.04
75980,31.12,-94.35,TX,2407,4516,2,2,1323,473,2021,146134.12
76001,32.63,-97.15,TX,37134,62474,4,3,2411,6175,2021,286283.56
76002,32.62,-97.09,TX,34402,64915,4,2,2272,7031,2021,286034.24
76006,32.79,-97.1,TX,24547,71871,3,3,2558,4089,2021,318750.19
76008,32.68,-97.63,TX,22091,19648,4,3,2884,4521,2021,438714.28
76009,32.42,-97.2,TX,20751,47032,3,2,2028,2747,2021,236837.54
76010,32.72,-97.08,TX,57448,165199,3,2,1564,6281,2021,190338.33
76011,32.75,-97.08,TX,21701,73189,3,2,1574,4197,2021,189636.77
76012,32.75,-97.14,TX,28750,57772,4,3,2521,5111,2021,273404.79
76013,32.72,-97.16,TX,34457,70435,4,2,2015,5064,2021,254763.56
76014,32.69,-97.09,TX,32460,105122,3,2,1532,7692,2021,209496.4
76015,32.69,-97.13,TX,17629,44058,3,2,1772,5660,2021,226622.05
76016,32.69,-97.19,TX,31008,50829,4,3,2505,5086,2021,285374.8
76017,32.66,-97.16,TX,45429,91671,4,3,2281,5496,2021,260400.72
76018,32.66,-97.09,TX,28553,65555,3,2,1861,6216,2021,239549.63
76020,32.9,-97.56,TX,32443,54443,3,2,1998,2056,2021,276100.39
76021,32.85,-97.13,TX,35401,64096,3,2,2039,5400,2021,315783.78
76022,32.83,-97.15,TX,14224,32413,3,2,1725,5228,2021,248321.47
76023,33.05,-97.6,TX,7203,12541,3,3,2255,377,2021,344161.12
76028,32.53,-97.3,TX,74217,112463,3,3,2208,4284,2021,278840.73
76031,32.35,-97.33,TX,18996,38907,3,2,1883,2916,2021,211413.37
76033,32.29,-97.52,TX,26174,55260,3,2,1918,3874,2021,212056.94
76034,32.89,-97.15,TX,25717,24511,4,5,4460,769,2021,642193.53
76035,32.56,-97.64,TX,2844,2877,3,2,2331,4,2021,406365.39
76036,32.57,-97.41,TX,29594,52998,3,2,2173,3488,2021,269541.71
76039,32.86,-97.08,TX,40657,70815,3,2,1709,6206,2021,285702.53
76040,32.82,-97.1,TX,30787,74509,3,3,2120,5192,2021,281327.96
76043,32.2,-97.76,TX,7094,12991,3,3,2386,1777,2021,290971.72
76044,32.43,-97.54,TX,6466,8018,4,3,2411,1103,2021,352013.49
76048,32.41,-97.8,TX,25691,52038,3,2,1967,3059,2021,270929.3
76049,32.47,-97.71,TX,29154,48229,3,3,2390,2647,2021,334930.58
76050,32.27,-97.16,TX,6760,11622,3,2,2356,845,2021,289506.59
76051,32.94,-97.08,TX,50066,76956,3,3,2265,5712,2021,407987.24
76052,32.98,-97.38,TX,26240,25013,4,3,2508,5141,2021,352814.92
76053,32.82,-97.18,TX,31513,74829,3,2,1712,6501,2021,242288.08
76054,32.86,-97.18,TX,11989,17626,4,3,2650,6364,2021,327797.14
76055,32.16,-97.15,TX,3255,6055,3,2,1797,2557,2021,167096.78
76058,32.47,-97.43,TX,20702,40768,3,2,1938,1637,2021,267918.44
76059,32.39,-97.33,TX,4982,12441,3,2,1546,2901,2021,208070.26
76060,32.64,-97.22,TX,8183,16125,4,2,2244,5037,2021,319936.94
76063,32.57,-97.14,TX,76867,110430,4,3,2737,5708,2021,349484.2
76064,32.31,-97.03,TX,1999,3264,4,3,2695,23,2021,294460.51
76065,32.47,-96.99,TX,40814,51914,4,3,2687,5017,2021,370520.54
76067,32.8,-98.14,TX,20420,47126,4,2,1789,2362,2021,160273.85
76070,32.24,-97.65,TX,814,713,4,3,2708,5,2021,411937.59
76071,33.01,-97.48,TX,4242,7385,4,2,2163,2795,2021,279406.76
76073,33.1,-97.73,TX,6443,9178,3,2,2244,3,2021,381865.17
76082,32.97,-97.72,TX,22082,37748,4,2,2094,1287,2021,324964.57
76085,32.85,-97.7,TX,11143,20528,4,2,2193,802,2021,366303.02
76086,32.75,-97.79,TX,21054,49389,3,2,1808,3203,2021,224374.34
76087,32.67,-97.79,TX,28779,46379,4,3,2968,1643,2021,370851.15
76088,32.85,-97.9,TX,14669,21008,4,3,2323,126,2021,370495.44
76092,32.96,-97.15,TX,31276,27115,5,5,5236,813,2021,850795.85
76093,32.21,-97.4,TX,3239,4500,3,3,1926,3,2021,224388.94
76102,32.76,-97.33,TX,10650,17634,2,2,1658,1880,2021,272052.51
76103,32.75,-97.27,TX,17363,38295,3,2,1611,4862,2021,182441.14
76104,32.73,-97.32,TX,18956,56394,3,2,1586,5797,2021,140265.27
76105,32.72,-97.27,TX,24277,76691,3,2,1399,6226,2021,127786.51
76106,32.81,-97.35,TX,37437,103883,3,2,1425,6716,2021,143430.94
76107,32.74,-97.38,TX,29929,59357,3,3,2332,4794,2021,310772.84
76108,32.78,-97.52,TX,44125,83961,3,2,2054,5462,2021,238373.44
76109,32.7,-97.38,TX,24606,30322,4,3,2773,4073,2021,474001.61
76110,32.71,-97.34,TX,33505,77452,3,2,1827,5722,2021,183947.63
76111,32.78,-97.3,TX,21591,58797,3,2,1763,5746,2021,173985
76112,32.75,-97.22,TX,42404,129028,3,2,1807,4404,2021,194369.47
76114,32.77,-97.4,TX,27683,64954,4,3,2209,4551,2021,186804.61
76115,32.68,-97.33,TX,21824,64057,3,2,1360,6384,2021,139651
76116,32.72,-97.45,TX,49319,124420,3,2,2027,4485,2021,240809.52
76117,32.8,-97.27,TX,32438,87850,3,2,1643,6483,2021,182380.23
76118,32.8,-97.2,TX,16674,33317,3,2,2130,4425,2021,261060.94
76119,32.69,-97.26,TX,51037,149353,3,2,1511,6644,2021,150233.81
76120,32.77,-97.18,TX,20518,47782,3,2,2243,4608,2021,254461.42
76123,32.62,-97.4,TX,38575,66511,4,3,2482,6373,2021,261197.62
76126,32.64,-97.52,TX,24946,34174,4,3,2586,4454,2021,304705.83
76131,32.88,-97.35,TX,47569,67305,4,3,2238,6085,2021,289056.19
76132,32.67,-97.42,TX,26437,57600,4,4,3748,2802,2021,359985.74
76133,32.65,-97.38,TX,54186,121891,3,2,1870,6842,2021,217409.34
76134,32.64,-97.33,TX,29208,69845,3,2,1915,6304,2021,207847.78
76135,32.84,-97.47,TX,18939,44091,3,2,2039,3780,2021,233744.52
